N,P,K,temperature,humidity,ph,rainfall,label
89.3,,81.1,21.16,71.71,6.41,3.124669054576248,Maize
28.5,46.2,31.6,26.18,73.93,6.57,50.41,Soybean
82.3,56.6,92.7,26.55,69.39,6.54,104.64,Chili
61.8,44.9,67.0,25.41,70.11,6.31,59.77,Tomato
103.8,67.6,66.4,29.13,86.71,6.44,205.68,Rice
100.7,60.3,86.9,23.0,74.93,6.2,86.13,Maize
65.3,40.9,63.7,25.75,71.18,6.52,57.42,Tomato
30.1,29.0,31.0,30.68,61.46,6.41,110.78,Mango
26.3,70.0,30.9,13.62,79.84,6.86,47.74,Pea
67.6,66.2,59.0,19.35,86.57,4.92,56.73,Potato
63.8,66.3,62.4,17.01,69.65,6.15,47.76,Garlic
63.6,41.1,53.7,18.57,58.15,6.8,64.98,Wheat
39.1,75.2,30.8,22.58,67.48,6.26,37.49,Lentil
95.1,78.5,94.8,24.68,84.61,7.25,88.23,Sugarcane
58.3,54.0,49.9,17.44,64.51,7.33,57.18,Mustard
54.8,58.3,56.4,20.4,64.48,6.81,56.72,Mustard
62.7,38.2,42.0,14.87,64.37,7.08,56.78,Barley
55.7,27.3,28.7,25.92,54.78,6.58,50.9,Millet
123.8,92.1,450.0,28.62,77.92,6.01,141.92,Banana
58.5,41.3,39.3,16.1,62.98,6.29,57.46,Barley
26.7,41.6,31.3,26.33,73.74,6.76,54.78,Soybean
92.5,67.4,105.9,26.85,78.97,6.83,120.24,Sugarcane
25.3,25.5,28.3,21.53,55.15,5.97,143.88,Apple
123.1,82.9,118.6,17.77,87.43,5.89,77.29,Cauliflower
54.9,52.8,46.2,13.09,63.76,6.88,56.44,Mustard
,56.5,69.5,23.02,78.37,6.03,84.73,Maize
53.0,61.7,51.1,19.03,66.27,6.48,50.78,Mustard
99.0,64.7,66.4,25.54,84.17,5.79,237.7,Rice
75.3,51.2,86.4,25.01,72.07,6.55,96.83,Chili
67.0,70.5,63.8,17.77,89.03,5.16,60.24,Potato
65.3,67.8,53.9,20.01,69.32,6.7,53.64,Onion
58.3,44.1,49.6,19.79,65.04,6.39,74.9,Wheat
31.0,12.9,26.6,21.17,60.45,5.96,144.92,Apple
34.9,83.7,34.4,21.33,65.3,6.37,36.41,Lentil
54.2,53.2,39.4,19.19,60.3,6.74,55.14,Barley
74.1,67.2,67.7,14.56,69.36,6.38,39.67,Garlic
32.2,20.1,30.6,20.29,65.8,6.47,136.29,Apple
27.1,20.1,33.6,20.65,52.49,5.97,137.92,Apple
51.9,46.0,44.5,16.85,64.39,6.69,53.49,Barley
58.4,60.0,62.3,24.75,65.54,6.4,57.81,Tomato
51.9,55.5,52.7,15.29,66.9,6.72,52.36,Mustard
24.0,40.2,19.5,24.77,66.19,6.51,49.58,Soybean
28.7,22.9,32.9,27.91,63.33,6.37,110.1,Mango
103.6,58.7,58.5,30.25,89.56,6.45,257.64,Rice
30.7,85.2,20.6,13.94,73.57,7.13,50.06,Pea
130.1,110.2,387.2,27.91,79.73,6.03,139.49,Banana
33.1,22.4,30.9,19.27,57.41,5.81,113.13,Apple
67.5,64.9,66.6,20.36,90.31,5.17,60.64,Potato
121.8,-9.05359843478643,423.8,28.49,81.33,5.95,148.19,Banana
56.3,32.7,30.8,29.59,47.86,6.75,50.8,Millet
54.3,48.8,46.1,20.85,73.09,6.23,89.37,Wheat
59.8,35.0,23.7,29.24,45.75,6.05,64.18,Millet
68.4,61.8,64.2,21.14,85.9,5.04,61.97,Potato
66.6,54.5,64.5,26.35,75.57,6.43,64.37,Tomato
90.3,76.0,95.3,29.54,86.92,7.35,113.66,Sugarcane
56.5,61.3,64.0,21.11,87.97,5.26,56.55,Potato
60.8,56.7,62.3,23.84,69.75,6.45,50.42,Tomato
24.0,15.9,22.3,32.8,61.11,6.72,102.51,Mango
125.1,84.8,359.3,27.11,78.26,5.91,133.51,Banana
72.7,51.9,65.5,23.74,72.81,6.33,59.35,Tomato
56.4,61.7,55.2,20.01,64.24,6.67,60.27,Mustard
64.2,48.4,46.1,18.75,58.94,6.55,83.97,Wheat
36.4,17.8,25.6,19.26,63.58,5.94,136.62,Apple
33.9,15.8,32.4,19.05,59.7,6.19,132.65,Apple
29.0,45.9,26.7,25.18,70.5,6.25,58.32,Soybean
124.7,72.7,126.1,18.79,86.28,6.38,72.19,Cabbage
96.3,61.1,86.3,23.25,67.07,6.55,79.69,Maize
54.2,39.7,39.7,16.72,61.26,6.38,48.8,Barley
66.7,66.2,54.2,16.57,70.28,6.43,44.32,Garlic
31.9,18.3,30.2,20.44,60.5,6.26,152.91,Apple
67.0,60.7,70.4,17.58,118.43469827010901,6.51,30.05,Garlic
38.1,77.3,31.3,22.39,64.23,6.4,30.78,Lentil
29.6,87.0,33.1,13.93,77.11,6.25,55.32,Pea
56.5,70.3,55.8,20.41,89.72,4.95,56.92,Potato
30.5,52.5,25.6,25.66,67.33,6.42,52.32,Soybean
56.1,31.7,32.5,30.18,51.85,6.38,33.68,Millet
28.7,93.3,27.3,20.35,65.19,7.0,42.1,Lentil
132.8,82.1,136.3,17.34,84.3,6.37,84.56,Cabbage
64.1,67.1,61.9,20.38,89.44,5.03,62.6,Potato
29.5,70.8,29.3,19.84,62.95,6.84,38.67,Lentil
103.7,67.2,65.6,28.65,87.32,5.83,235.74,Rice
130.6,81.2,125.2,19.07,81.94,5.83,69.59,Cauliflower
55.6,42.3,45.5,20.27,56.57,7.07,67.78,Wheat
65.7,59.6,66.7,19.24,90.12,5.18,58.35,Potato
28.9,85.4,40.0,20.18,63.95,6.79,38.53,Lentil
27.6,45.7,32.8,26.33,65.25,6.82,52.86,Soybean
80.0,52.1,71.9,24.63,67.54,6.47,101.04,Chili
91.2,72.2,67.9,26.33,83.22,6.59,222.14,Rice
70.3,69.7,64.7,17.91,85.0,5.13,61.14,Potato
88.8,61.3,79.8,22.72,68.26,7.02,96.33,Maize
71.3,55.4,77.3,26.96,70.09,6.42,97.46,Chili
27.6,81.3,29.4,13.46,72.24,6.62,,Pea
28.2,17.4,32.2,19.93,64.44,6.13,140.27,Apple
112.4,107.6,403.3,28.69,79.28,5.78,123.77,Banana
42.7,55.1,53.0,20.9,64.12,6.88,59.61,Mustard
69.5,38.9,48.7,20.02,56.82,6.65,80.72,Wheat
126.5,85.2,333.4,28.07,80.29,6.21,145.33,Banana
66.6,60.3,69.5,23.3,66.38,6.31,66.51,Tomato
84.5,65.2,79.8,24.3,66.35,5.76,87.33,Maize
64.9,59.6,60.4,16.32,68.42,6.53,43.77,Garlic
54.1,62.9,69.5,19.27,68.8,6.43,39.95,Onion
65.4,42.0,44.2,20.13,52.9,6.86,66.84,Wheat
29.4,94.4,28.5,16.02,75.09,6.08,50.17,Pea
78.0,60.9,76.3,31.7,64.4,6.44,102.86,Chili
61.0,43.5,35.5,20.36,60.0,6.55,80.49,Wheat
27.2,25.6,25.0,21.72,59.66,6.32,144.54,Apple
131.6,80.1,120.9,17.4,83.27,6.17,71.07,Cauliflower
130.4,120.7,439.7,28.14,81.13,5.97,124.97,Banana
31.2,24.6,29.3,20.59,61.78,5.7,136.84,Apple
59.1,66.3,52.7,20.69,67.65,6.48,44.03,Onion
30.3,80.6,31.1,14.61,74.45,6.84,43.13,Pea
70.0,57.7,69.1,22.12,69.47,6.36,58.13,Tomato
49.9,34.3,29.1,30.56,49.48,5.78,57.98,Millet
32.8,21.8,31.1,31.09,60.3,6.83,105.12,Mango
103.5,56.5,74.2,22.48,70.46,6.98,83.47,Maize
113.3,93.5,127.2,17.16,84.5,5.91,72.71,Cauliflower
68.4,38.2,51.1,20.44,58.77,6.79,60.2,Wheat
28.4,74.1,27.7,20.02,63.8,6.77,35.91,Lentil
-1.1113793953842581,74.9,121.4,19.38,87.05,6.13,63.17,Cabbage
54.9,30.0,24.6,33.89,50.77,6.36,47.17,Millet
61.4,54.9,46.9,18.03,65.21,6.63,56.34,Mustard
37.1,31.1,29.4,27.88,70.41,6.63,55.33,Soybean
49.8,45.6,46.2,16.31,60.4,6.63,58.03,Barley
55.4,36.3,28.4,29.26,53.35,6.5,51.28,Millet
132.3,85.3,134.2,18.53,81.45,6.29,72.35,Cabbage
118.2,94.9,351.8,28.03,78.71,6.13,148.53,Banana
76.9,53.8,79.3,23.89,67.88,6.51,81.49,Chili
80.1,60.9,70.4,27.82,68.06,6.77,89.3,Chili
65.0,59.0,69.6,21.4,69.52,6.47,53.63,Onion
71.4,66.1,69.3,20.02,90.14,5.14,60.04,Potato
72.7,48.3,40.4,17.34,58.91,6.7,79.13,Wheat
49.7,47.0,64.4,15.79,67.35,6.69,49.35,Mustard
117.3,71.8,120.1,17.56,84.05,5.95,78.47,Cauliflower
126.7,85.4,131.7,15.58,84.75,6.37,72.81,Cabbage
128.0,104.3,385.2,28.16,80.1,5.95,143.27,Banana
124.8,80.6,118.0,16.89,83.75,6.11,76.71,Cabbage
58.2,29.5,33.4,30.72,44.94,6.5,42.78,Millet
112.7,98.2,408.1,28.69,,6.11,139.62,Banana
74.4,52.5,61.4,26.31,72.36,6.5,72.6,Tomato
122.1,75.8,122.7,18.4,83.35,5.82,77.7,Cauliflower
29.3,84.7,29.3,15.48,74.6,6.26,48.44,Pea
61.2,47.1,45.3,15.75,65.44,7.03,60.21,Barley
28.7,34.6,33.9,23.71,67.15,6.43,55.91,Soybean
49.1,39.1,42.8,16.17,66.47,6.91,52.49,Barley
58.9,32.6,27.7,29.78,50.37,6.74,40.36,Millet
51.2,55.7,62.6,15.15,67.92,6.39,54.39,Mustard
132.2,81.4,132.7,17.95,85.66,6.16,77.59,Cauliflower
125.0,82.3,120.4,17.52,81.16,6.14,84.04,Cauliflower
,57.9,73.7,22.87,67.33,6.7,82.64,Maize
89.9,46.7,77.6,26.91,72.47,6.38,82.99,Chili
54.3,27.7,26.9,30.63,47.87,6.13,60.82,Millet
79.5,58.5,82.0,25.78,69.52,6.65,101.83,Chili
60.3,60.6,46.4,20.88,66.58,6.66,56.75,Mustard
125.4,94.1,396.9,28.13,81.72,5.85,136.5,Banana
32.3,42.8,,24.2,69.85,6.72,48.55,Soybean
102.5,56.3,79.1,25.0,66.86,6.72,82.32,Maize
52.2,63.5,56.6,19.76,65.25,6.91,57.09,Mustard
31.1,36.2,31.5,23.52,67.92,6.32,57.44,Soybean
47.5,54.3,52.8,19.87,66.13,6.69,49.76,Mustard
118.3,67.9,114.4,18.23,84.76,6.21,74.97,Cabbage
124.7,88.6,118.4,17.55,82.17,6.09,77.98,Cabbage
55.8,52.4,59.0,25.69,66.29,6.46,58.76,Tomato
31.1,21.7,22.9,33.35,58.08,6.19,97.87,Mango
99.4,62.2,61.3,29.27,86.41,6.38,218.51,Rice
27.6,37.8,28.4,26.81,69.92,6.6,60.55,Soybean
72.9,68.3,63.7,-4.437148697332897,68.86,6.69,50.57,Garlic
69.0,36.3,51.5,17.23,63.44,7.03,65.91,Wheat
81.6,58.7,69.8,30.73,66.15,6.63,95.79,Chili
30.5,35.8,27.2,23.87,67.35,6.53,54.46,Soybean
99.8,46.2,59.4,24.24,89.17,6.34,201.5,Rice
24.7,20.7,29.4,22.68,63.09,5.89,144.97,Apple
26.9,69.6,36.2,21.89,62.68,6.79,37.08,Lentil
34.8,17.5,29.6,29.95,62.88,6.51,91.46,Mango
112.7,81.3,123.9,17.21,85.59,6.27,77.29,Cabbage
33.3,88.7,33.8,16.64,74.85,6.79,48.84,Pea
127.5,90.9,122.5,17.2,84.32,5.95,71.7,Cauliflower
63.4,65.5,62.6,15.76,67.69,6.34,47.49,Garlic
78.6,55.2,67.9,24.01,74.29,6.32,107.58,Chili
137.8,112.8,428.2,58.95008217889725,78.98,5.86,152.66,Banana
126.2,82.8,125.8,16.95,85.01,6.19,0.9483585642421344,Cabbage
58.4,52.0,66.1,26.12,70.54,6.45,57.75,Tomato
60.8,57.6,37.1,17.87,61.33,6.67,58.62,Barley
30.4,56.5,25.3,26.33,75.55,6.45,57.87,Soybean
88.6,51.0,65.0,27.93,87.04,6.25,233.69,Rice
117.3,72.6,119.3,19.2,84.31,6.35,72.66,Cabbage
64.5,47.2,37.1,18.12,56.02,6.79,89.44,Wheat
104.3,60.8,79.2,20.55,70.78,6.25,66.75,Maize
134.1,95.9,415.3,29.32,79.88,6.19,162.28,Banana
52.8,34.0,25.2,28.83,51.65,6.0,54.35,Millet
30.4,21.7,28.7,31.88,58.67,5.85,96.74,Mango
101.3,70.5,103.5,34.16,84.0,7.02,121.53,Sugarcane
119.9,105.8,428.3,27.96,77.73,6.07,145.63,Banana
105.0,59.7,78.5,24.5,84.75,7.37,106.09,Sugarcane
116.8,107.9,415.4,28.25,81.3,5.93,134.95,Banana
115.5,71.3,117.4,17.79,85.87,6.3,67.56,Cabbage
32.0,88.0,28.1,14.68,77.64,6.83,45.85,Pea
63.6,48.1,67.1,25.88,62.04,6.29,55.39,Tomato
137.9,71.1,144.4,18.94,85.24,6.11,74.72,Cabbage
60.7,62.3,72.2,23.52,72.24,6.24,69.36,Tomato
89.3,89.5,86.7,25.85,81.09,7.08,106.62,Sugarcane
79.7,51.2,38.2,17.8,61.61,6.89,79.57,Wheat
95.5,72.0,59.7,23.92,87.82,6.08,246.02,Rice
59.3,50.2,44.6,21.12,56.43,6.36,81.82,Wheat
64.9,57.6,63.3,25.45,64.96,6.31,55.49,Tomato
24.6,42.2,30.1,26.9,71.33,6.55,51.24,Soybean
60.0,35.2,46.7,17.39,60.32,6.68,80.66,Wheat
91.0,64.1,97.2,27.5,79.56,7.49,104.72,Sugarcane
49.1,,49.8,14.48,61.69,6.76,61.99,Barley
31.6,75.3,27.2,15.86,78.68,6.98,42.95,Pea
93.8,73.2,80.4,26.74,81.86,7.09,127.42,Sugarcane
126.0,71.8,120.7,17.27,89.02,6.18,74.42,Cabbage
30.2,26.1,34.5,21.91,62.65,6.12,155.45,Apple
32.8,91.8,33.2,13.04,74.92,7.14,42.61,Pea
28.2,17.7,24.0,30.55,54.6,6.25,104.9,Mango
27.4,21.8,32.3,33.86,63.75,6.58,94.83,Mango
86.4,74.7,107.1,27.26,81.9,7.49,118.82,Sugarcane
71.7,54.0,76.2,28.88,68.87,6.05,131.92,Chili
55.8,45.9,45.5,16.53,64.24,6.48,56.6,Barley
64.3,66.0,65.6,20.0,84.78,5.21,60.98,Potato
30.3,26.2,33.4,27.81,68.06,6.49,110.39,Mango
31.6,74.7,32.9,14.47,74.56,6.63,51.0,Pea
47.6,42.4,60.8,15.41,66.44,6.76,49.18,Mustard
131.6,88.1,114.8,17.65,85.87,6.05,69.2,Cauliflower
60.8,48.7,69.1,25.54,71.33,6.35,58.14,Tomato
29.4,49.2,27.2,24.18,63.3,6.28,61.03,Soybean
125.5,67.9,121.4,17.76,85.85,6.1,76.99,Cauliflower
27.9,25.1,34.3,30.63,66.1,7.24,98.54,Mango
52.0,42.8,41.3,14.92,56.43,6.77,57.78,Barley
61.7,64.5,66.5,13.41,67.32,6.65,41.68,Garlic
103.3,61.2,54.3,29.25,86.06,6.28,289.0,Rice
129.7,73.6,115.0,17.54,85.11,6.24,73.55,Cabbage
128.2,77.3,128.9,18.53,84.3,5.99,70.9,Cauliflower
34.8,21.2,27.8,21.8,61.89,6.01,143.55,Apple
92.9,59.1,60.8,28.79,89.28,5.97,186.65,Rice
99.6,51.9,55.7,27.62,85.35,6.15,250.16,Rice
90.5,67.5,86.8,23.43,80.83,7.06,95.65,Sugarcane
72.3,50.0,46.4,22.93,61.24,6.85,74.56,Wheat
58.5,30.7,33.2,27.24,48.45,6.71,60.7,Millet
85.1,69.1,89.6,22.88,86.5,7.23,119.17,Sugarcane
32.3,80.7,27.0,13.42,76.02,6.91,50.28,Pea
69.5,62.7,71.1,15.0,71.0,6.28,50.16,Garlic
30.6,24.6,29.1,27.35,59.58,6.22,104.95,Mango
77.9,51.9,84.2,28.96,67.18,6.84,113.14,Chili
127.7,90.1,117.1,18.89,84.62,6.25,74.97,Cauliflower
69.4,72.3,75.3,14.61,70.2,6.72,43.73,Garlic
30.2,21.0,29.1,20.71,56.53,6.01,129.48,Apple
68.7,62.1,59.7,19.09,73.26,6.55,60.63,Onion
116.4,55.7,56.5,25.94,86.11,6.09,254.73,Rice
69.3,65.3,77.5,13.92,70.27,6.3,49.4,Garlic
129.9,102.9,368.9,28.81,81.33,6.15,156.85,Banana
73.6,57.7,84.5,26.66,70.2,6.4,84.05,Chili
91.0,68.7,104.3,30.97,82.07,7.37,116.97,Sugarcane
104.4,73.4,58.8,25.5,84.05,6.07,224.17,Rice
26.4,77.3,32.0,18.11,62.38,6.77,30.43,Lentil
60.2,56.2,68.4,21.88,71.74,6.33,58.71,Tomato
70.9,60.9,59.2,20.83,89.09,5.14,53.29,Potato
68.2,65.4,64.4,17.3,68.99,6.2,45.36,Garlic
62.3,59.9,59.5,17.08,70.86,6.49,47.54,Garlic
64.2,64.1,65.4,17.49,68.51,6.74,47.11,Garlic
30.1,43.0,41.3,26.13,68.64,6.32,48.73,Soybean
129.3,79.1,135.5,17.23,83.36,6.16,78.68,Cabbage
61.0,68.4,60.0,16.61,70.8,6.43,46.59,Garlic
112.4,114.8,418.5,27.59,80.68,5.75,154.07,Banana
25.8,18.4,28.9,32.35,63.08,6.88,106.83,Mango
60.7,51.4,50.2,20.97,59.57,6.89,69.11,Wheat
125.6,86.4,411.5,28.47,75.41,6.04,134.44,Banana
26.6,75.5,32.6,14.39,74.75,6.12,45.69,Pea
96.1,76.9,87.4,27.43,83.24,7.23,87.15,Sugarcane
61.1,61.7,51.8,16.98,63.98,6.97,56.66,Mustard
31.7,19.1,31.9,27.71,60.24,6.76,74.21,Mango
55.9,33.2,33.9,29.35,45.31,6.2,48.17,Millet
58.2,59.5,73.6,20.08,86.89,4.98,61.49,Potato
65.6,65.3,69.7,17.45,71.16,6.56,39.76,Garlic
30.4,18.8,30.1,20.32,63.7,6.24,138.22,Apple
64.2,66.5,57.8,27.15,72.19,6.34,70.86,Tomato
29.3,52.3,24.5,28.23,70.45,6.48,54.34,Soybean
60.7,62.0,71.6,15.96,67.59,6.89,39.3,Garlic
140.7,107.6,400.9,27.06,79.17,6.12,,Banana
50.3,33.7,28.6,30.45,54.38,6.02,50.07,Millet
60.3,61.0,56.1,20.36,68.78,6.78,52.05,Onion
61.2,65.7,66.6,20.34,73.02,6.51,51.19,Onion
62.5,44.6,46.7,19.19,57.75,6.76,65.94,Wheat
122.6,87.3,109.8,16.46,84.71,6.06,68.21,Cauliflower
51.9,33.3,28.6,29.86,45.28,6.32,44.91,Millet
32.5,19.9,27.3,20.08,65.29,6.16,165.91,Apple
66.9,67.6,62.7,23.23,67.09,6.51,48.91,Onion
,67.3,118.3,17.9,82.8,5.98,77.13,Cauliflower
63.8,69.8,60.1,18.71,84.98,5.11,56.37,Potato
65.8,59.8,59.4,27.12,64.8,6.68,57.26,Tomato
31.5,37.4,32.7,24.07,70.04,6.48,50.76,Soybean
29.9,82.8,25.2,13.8,73.62,7.0,45.21,Pea
143.7,83.7,134.2,19.0,83.62,6.1,78.28,Cabbage
64.5,70.4,50.9,15.2,67.1,6.3,57.02,Garlic
67.5,63.2,63.0,23.28,89.85,5.02,61.9,Potato
31.4,45.1,26.7,21.24,71.44,6.53,52.94,Soybean
121.2,84.3,111.0,17.12,86.81,5.93,64.42,Cauliflower
36.0,85.0,26.8,21.49,64.6,6.21,38.7,Lentil
30.4,15.1,25.5,31.49,58.98,6.69,90.9,Mango
30.8,47.4,28.6,25.39,66.91,6.71,52.89,Soybean
80.4,53.9,76.7,29.74,72.47,6.84,101.11,Chili
60.3,68.3,63.5,16.89,70.98,6.46,53.55,Garlic
70.0,42.7,48.2,19.68,61.08,6.46,75.71,Wheat
54.0,59.3,49.6,16.46,64.86,7.07,44.01,Mustard
99.2,58.0,50.1,25.7,86.35,6.51,233.59,Rice
99.0,71.9,92.2,27.9,82.55,6.73,119.74,Sugarcane
66.7,64.4,65.5,26.0,66.75,6.5,56.49,Tomato
73.2,41.3,54.1,21.29,61.84,6.81,72.93,Wheat
56.0,68.1,-1.4665276161116996,18.32,83.68,5.25,64.71,Potato
100.9,52.8,74.2,22.65,73.68,6.35,83.03,Maize
213.19231611737948,26.1,31.6,31.59,52.58,6.24,96.08,Mango
50.7,49.0,47.2,17.03,64.09,6.53,61.67,Barley
31.5,24.1,29.6,19.61,63.52,6.24,151.98,Apple
139.4,104.8,391.2,28.0,80.84,6.16,129.92,Banana
53.0,51.2,55.2,18.82,61.56,6.68,53.21,Barley
59.6,72.1,61.5,20.56,67.88,6.48,49.44,Onion
58.8,31.2,31.3,29.0,49.51,6.45,58.18,Millet
139.3,111.8,367.8,28.75,80.65,5.89,137.17,Banana
31.6,40.8,31.0,23.78,67.01,6.39,53.75,Soybean
127.8,79.8,120.6,17.27,87.3,5.61,68.81,Cauliflower
48.1,58.4,58.0,16.14,66.67,6.94,53.46,Mustard
127.4,91.8,122.9,17.4,87.02,6.24,82.47,Cabbage
31.9,81.8,30.8,20.52,61.78,6.69,42.34,Lentil
90.1,61.2,59.9,28.95,87.8,6.01,254.91,Rice
70.7,75.3,66.3,21.0,90.09,5.07,60.61,Potato
66.4,77.9,59.1,21.63,71.97,6.58,46.75,Onion
31.4,10.2,25.6,25.49,60.58,6.58,102.36,Mango
24.8,56.1,25.5,24.46,69.89,6.82,50.58,Soybean
83.2,49.8,77.7,24.25,69.43,6.53,91.65,Chili
64.4,45.7,67.4,23.16,70.34,6.33,52.82,Tomato
138.5,85.8,136.9,50.93985233116253,81.51,6.38,70.68,Cabbage
129.0,69.9,117.2,18.51,86.97,6.06,76.38,Cauliflower
127.0,87.0,136.9,16.46,83.25,6.18,67.49,Cabbage
77.0,46.9,82.2,22.69,70.1,6.2,95.51,Chili
30.9,19.5,23.7,27.54,62.65,7.15,103.06,Mango
53.4,59.0,62.8,20.25,64.77,6.35,56.62,Mustard
31.1,47.8,29.3,25.9,68.87,6.5,54.08,Soybean
65.4,62.3,60.9,21.59,84.51,5.01,56.32,Potato
62.7,44.5,58.2,17.5,60.85,6.87,84.05,Wheat
63.8,46.5,41.4,15.95,61.1,6.73,60.6,Barley
66.0,60.7,61.7,16.6,71.56,6.45,44.65,Garlic
74.2,69.9,61.3,21.4,69.49,6.7,47.57,Onion
117.5,86.1,129.3,16.54,83.79,5.94,74.64,Cauliflower
65.1,69.6,73.1,21.22,87.29,5.24,52.69,Potato
110.1,78.5,,18.12,83.89,6.12,77.55,Cabbage
98.5,62.4,66.1,25.49,91.23,6.18,224.47,Rice
52.4,49.1,48.4,14.27,66.28,7.08,52.15,Barley
70.4,63.8,71.8,16.49,65.99,6.65,38.64,Garlic
90.6,53.4,81.3,22.38,68.07,6.3,90.8,Maize
31.9,44.3,32.6,23.04,68.81,6.77,55.23,Soybean
65.2,71.2,60.9,18.3,67.85,6.63,37.97,Garlic
30.7,22.9,30.6,31.86,57.79,6.12,102.57,Mango
132.1,97.0,397.2,28.38,81.61,6.05,154.74,Banana
65.2,65.1,60.3,20.13,90.99,5.14,60.1,Potato
59.7,48.3,43.5,17.11,55.21,6.86,58.17,Barley
51.0,34.3,32.8,29.68,45.3,6.46,60.92,Millet
64.4,46.1,52.9,21.64,62.9,6.64,67.59,Wheat
62.9,39.5,43.9,19.49,62.6,7.08,86.63,Wheat
,45.8,35.1,25.41,68.65,6.5,55.39,Soybean
65.1,54.5,44.7,18.82,54.95,6.3,61.8,Wheat
62.1,32.8,44.3,22.37,63.09,6.99,85.3,Wheat
126.8,104.3,377.2,28.09,78.64,5.64,153.31,Banana
75.1,50.1,46.2,21.74,60.48,6.76,72.07,Wheat
48.5,61.1,45.6,17.86,64.45,6.37,44.7,Mustard
120.4,89.6,115.5,17.89,85.36,5.94,78.22,Cauliflower
120.1,94.6,404.4,27.63,82.3,6.2,155.76,Banana
130.3,90.2,377.6,28.84,79.06,6.19,146.33,Banana
44.7,60.4,56.9,12.43,64.68,7.24,54.37,Mustard
65.7,66.3,73.9,14.84,69.07,6.55,43.72,Garlic
63.2,46.4,50.2,19.18,65.45,6.82,58.34,Mustard
52.0,54.5,47.5,19.65,62.8,6.98,49.69,Mustard
59.8,58.4,63.3,26.53,74.03,6.31,65.29,Tomato
33.4,22.7,32.3,22.12,59.69,5.69,139.04,Apple
69.7,67.5,76.5,18.31,89.56,4.97,60.52,Potato
103.8,70.9,78.5,22.6,70.64,6.88,67.51,Maize
56.2,55.1,50.9,15.14,66.11,6.54,46.12,Mustard
120.5,79.9,136.7,19.09,,6.03,76.49,Cabbage
94.3,56.1,63.9,31.67,88.49,5.95,236.12,Rice
85.1,55.9,79.0,27.51,69.85,6.47,100.17,Chili
69.4,65.2,68.5,19.27,90.18,5.13,57.74,Potato
57.9,26.9,26.1,32.19,52.91,6.35,39.68,Millet
28.8,23.3,29.9,20.81,55.84,6.13,131.31,Apple
62.0,47.2,47.4,18.82,57.63,6.72,67.53,Wheat
46.2,43.7,38.7,17.0,62.41,6.52,60.88,Barley
63.2,69.7,71.3,19.25,72.82,6.3,42.96,Garlic
24.8,25.0,34.0,20.72,61.02,6.0,166.3,Apple
90.1,70.2,107.2,27.32,85.18,7.48,130.43,Sugarcane
24.7,21.7,32.0,20.57,55.02,6.0,139.9,Apple
118.9,,124.0,18.81,83.36,6.19,70.76,Cabbage
96.2,65.5,81.4,21.02,69.98,6.56,83.43,Maize
120.8,98.9,398.4,28.84,83.28,6.03,128.72,Banana
30.1,80.0,24.2,14.66,73.38,7.11,41.43,Pea
61.9,42.2,39.5,20.73,62.6,6.86,88.95,Wheat
32.1,22.7,,20.59,63.17,6.05,124.05,Apple
51.0,37.9,46.2,15.5,63.84,6.86,58.46,Barley
127.9,83.1,118.6,17.86,86.99,6.31,79.66,Cabbage
24.0,18.9,29.3,29.37,60.12,6.55,79.87,Mango
61.7,46.5,44.1,16.27,52.93,6.6,78.81,Wheat
34.3,19.4,26.8,19.46,55.93,6.14,135.73,Apple
50.3,31.3,33.2,31.8,44.0,6.28,50.43,Millet
31.3,12.0,33.5,26.73,60.77,6.24,117.86,Mango
128.8,85.7,384.4,27.76,78.72,5.94,153.77,Banana
31.0,82.8,32.3,21.88,63.8,6.72,34.96,Lentil
58.8,59.2,57.4,18.41,62.58,6.84,54.46,Mustard
53.6,30.3,26.2,29.24,53.38,6.28,60.59,Millet
53.8,55.6,54.8,19.13,65.57,6.74,62.24,Mustard
66.7,59.6,61.3,20.39,67.19,6.46,57.58,Onion
64.3,64.3,59.2,15.64,70.41,6.68,41.9,Garlic
65.0,68.2,69.2,14.93,71.73,6.41,44.18,Garlic
28.9,19.8,33.1,30.33,58.61,6.46,97.34,Mango
64.0,55.3,67.4,18.64,69.35,6.74,49.33,Onion
67.8,69.0,69.8,19.73,70.14,6.75,50.9,Onion
35.9,69.6,29.0,,78.21,6.98,45.57,Pea
64.5,51.6,38.6,17.67,58.05,7.01,62.34,Wheat
57.8,44.8,45.1,16.02,62.16,6.6,59.24,Barley
34.4,14.6,35.0,29.03,56.17,6.42,93.98,Mango
67.9,72.0,67.4,20.17,85.03,5.15,67.19,Potato
95.4,55.2,66.0,26.76,90.62,6.08,231.97,Rice
126.0,88.0,138.2,17.57,84.47,6.26,74.53,Cabbage
23.2,42.1,33.5,26.31,73.05,6.34,60.39,Soybean
,63.0,67.2,20.92,70.97,6.24,49.97,Onion
74.5,64.2,66.0,19.89,85.45,5.26,58.24,Potato
30.8,77.1,31.3,12.76,74.83,6.61,56.94,Pea
58.0,56.4,58.5,14.43,72.31,6.49,43.18,Garlic
99.7,67.4,60.8,27.88,86.59,6.24,232.7,Rice
61.5,59.0,65.1,21.81,68.98,6.27,51.46,Onion
63.3,68.3,69.8,21.75,70.85,6.54,53.97,Onion
68.6,64.6,63.6,20.73,85.65,5.07,60.4,Potato
